id,description,rendering,thumbnail,homepage,title,shelfmark,author,language,date-statement,extent,subject,other-identifier,record-created,holding-institution
https://iiif.bodleian.ox.ac.uk/iiif/manifest/202d4476-62a0-4780-9768-2c22bbf1b8bf.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/202d4476-62a0-4780-9768-2c22bbf1b8bf/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/27cfb17c-4fc2-44ff-88b4-1a4598254e9c/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/27cfb17c-4fc2-44ff-88b4-1a4598254e9c']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/202d4476-62a0-4780-9768-2c22bbf1b8bf/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[2],5p., leaves CCI-CCC of plates: ill.', '720 x 570 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Plates', '3']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/25c5a280-8780-468d-ba48-0d340cb88442.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/25c5a280-8780-468d-ba48-0d340cb88442/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/461bd13f-3302-4407-a327-6cb049353379/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/461bd13f-3302-4407-a327-6cb049353379']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/25c5a280-8780-468d-ba48-0d340cb88442/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[2],7p., leaves CI-CC of plates: ill.', '720 x 570 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Plates', '2']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/397fd02f-8ef0-4874-a985-ab7fc45f0206.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/397fd02f-8ef0-4874-a985-ab7fc45f0206/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/c8418565-9aeb-4b05-a298-08594f20553d/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/c8418565-9aeb-4b05-a298-08594f20553d']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/397fd02f-8ef0-4874-a985-ab7fc45f0206/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie: notices descriptives conformes aux manuscrits autographes""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[3],917p., : ill.', '335 x 240 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Notices descriptives', '1']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/7edd5387-91de-4b13-a45e-2732c3747a63.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/7edd5387-91de-4b13-a45e-2732c3747a63/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/babb7a14-a7a4-413e-8c4e-2cb0ece53bc3/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/babb7a14-a7a4-413e-8c4e-2cb0ece53bc3']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/7edd5387-91de-4b13-a45e-2732c3747a63/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[1]iv,6,[1]p., leaves I-C of plates: ill.', '720 x 570 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Plates', '1']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/b5de01be-59b9-4e74-ae86-7b72f8a46641.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/b5de01be-59b9-4e74-ae86-7b72f8a46641/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/7726f1ca-1046-41bb-8723-7e894ee7c5b4/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/7726f1ca-1046-41bb-8723-7e894ee7c5b4']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/b5de01be-59b9-4e74-ae86-7b72f8a46641/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[2],7p., leaves CCCI-CCCCXLVI of plates: ill.', '720 x 570 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Plates', '4']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/ba148141-8bd8-46e7-851d-c26a713588d7.json,['The Champollion expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/ba148141-8bd8-46e7-851d-c26a713588d7/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/2086c1a8-6b99-4cda-a05f-c4415704678a/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/2086c1a8-6b99-4cda-a05f-c4415704678a']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/ba148141-8bd8-46e7-851d-c26a713588d7/"">View on Digital Bodleian</a></span>']","[""Monuments de l'Egypte et de la Nubie: notices descriptives conformes aux manuscrits autographes""]",['Bodleian Library SAC:333 Cha'],"['Champollion, Jean-François, 1790-1832']",['French'],"['1889', '1844']","['[3],ii,724p., : ill.', '335 x 240 mm']","['Egypt--Antiquities', 'Nubia--Antiquities']","['Notices descriptives', '2']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/25cda4b4-c85e-4492-995d-79e31d0139f7.json,['The Rosellini expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/25cda4b4-c85e-4492-995d-79e31d0139f7/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/47b94177-5797-458f-a5e5-819335805a5a/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/47b94177-5797-458f-a5e5-819335805a5a']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/25cda4b4-c85e-4492-995d-79e31d0139f7/"">View on Digital Bodleian</a></span>']","[""Monumenti dell'Egitto e della Nubia: disegnati dalla spedizione scientifico-letteraria toscana in Egitto : distribuiti in ordine di materie""]",['Bodleian Library SAC:333 Ros'],"['Rosellini, Ippolito, 1800-1843']",['Italian'],"['1844', '1832']","['xxx,[1],454p.,4 fold. leaves of plates : ill.', '234 x 146 mm']","['Egypt--Antiquities', 'Nubia--Antiquities', 'Egypt--History, Ancient']","['Monumenti storici text', '1', '3', '1']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/3ae625c4-d0e5-447a-97b3-f2d30cecbf89.json,['The Rosellini expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/3ae625c4-d0e5-447a-97b3-f2d30cecbf89/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/448069e7-3c63-4474-b029-a92acd79b8f2/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/448069e7-3c63-4474-b029-a92acd79b8f2']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/3ae625c4-d0e5-447a-97b3-f2d30cecbf89/"">View on Digital Bodleian</a></span>']","[""Monumenti dell'Egitto e della Nubia: disegnati dalla spedizione scientifico-letteraria toscana in Egitto : distribuiti in ordine di materie""]",['Bodleian Library SAC:333 Ros'],"['Rosellini, Ippolito, 1800-1843']",['Italian'],"['1844', '1832']","['[3],135 leaves of plates,[3],86 leaves of plates: ill.', '720 x 540 mm']","['Egypt--Antiquities', 'Nubia--Antiquities', 'Egypt--History, Ancient']","['Monumneti civili plates', '2', 'Monumenti del culto plates', '3']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/62421dd2-d843-4469-9eba-399628828410.json,['The Rosellini expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/62421dd2-d843-4469-9eba-399628828410/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/b1152356-e71d-4120-833c-461fe2deb2b9/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/b1152356-e71d-4120-833c-461fe2deb2b9']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/62421dd2-d843-4469-9eba-399628828410/"">View on Digital Bodleian</a></span>']","[""Monumenti dell'Egitto e della Nubia: disegnati dalla spedizione scientifico-letteraria toscana in Egitto : distribuiti in ordine di materie""]",['Bodleian Library SAC:333 Ros'],"['Rosellini, Ippolito, 1800-1843']",['Italian'],"['1844', '1832']","['[2],531p..,29 p. of plates, 1 fold. leaf of plates : ill.', '234 x 146 mm']","['Egypt--Antiquities', 'Nubia--Antiquities', 'Egypt--History, Ancient']","['Monumenti storici text', '1', '2']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
https://iiif.bodleian.ox.ac.uk/iiif/manifest/689c6a8e-e9cd-435f-89e0-f984d47a4405.json,['The Rosellini expedition is an invaluable and irreplaceable record because it contains information and illustrations of Egyptian monuments made early in the exploration and exploitation of that country. It is one of the oldest and most important publications to include accurate copies of reliefs and inscriptions and is still regularly consulted for many of them.'],https://digital.bodleian.ox.ac.uk/objects/689c6a8e-e9cd-435f-89e0-f984d47a4405/,"['https://iiif.bodleian.ox.ac.uk/iiif/image/c7fa03e9-8000-40b8-b2ee-a3c0052570e6/full/256,/0/default.jpg', 'https://iiif.bodleian.ox.ac.uk/iiif/image/c7fa03e9-8000-40b8-b2ee-a3c0052570e6']","['<span><a href=""https://digital.bodleian.ox.ac.uk/objects/689c6a8e-e9cd-435f-89e0-f984d47a4405/"">View on Digital Bodleian</a></span>']","[""Monumenti dell'Egitto e della Nubia: disegnati dalla spedizione scientifico-letteraria toscana in Egitto : distribuiti in ordine di materie""]",['Bodleian Library SAC:333 Ros'],"['Rosellini, Ippolito, 1800-1843']",['Italian'],"['1844', '1832']","['405p..,3 fold. leaves of plates : ill.', '234 x 146 mm']","['Egypt--Antiquities', 'Nubia--Antiquities', 'Egypt--History, Ancient']","['Monumenti storici text', '1', '4']",['2015-07-10T00:00:00Z'],"['Bodleian Libraries, University of Oxford']"
